395.0809,46.163124,438.62466,54.226784,435.52786,70.9496,391.9841,62.88594
447.0,53.0,457.0,53.0,457.0,63.0,447.0,63.0
74.0,70.99999,453.99994,70.99999,453.99994,93.99999,74.0,93.99999
142.13412,107.1595,210.2648,108.49539,209.87741,128.2525,141.74673,126.91661
235.04958,107.5459,435.14215,109.36493,434.91425,134.4356,234.82167,132.61656
71.0,110.0,118.0,110.0,118.0,129.0,71.0,129.0
438.0,111.0,456.0,111.0,456.0,129.0,438.0,129.0
133.66833,141.08495,204.85666,139.6891,205.2721,160.87703,134.08377,162.27287
208.0,140.0,227.0,140.0,227.0,161.0,208.0,161.0
233.0,141.0,274.0,141.0,274.0,161.0,233.0,161.0
280.45032,140.82176,321.6173,144.4015,319.57227,167.91933,278.40527,164.33958
406.21097,140.11969,459.58218,147.39758,456.35703,171.0487,402.9858,163.77081
322.0,148.0,341.0,148.0,341.0,163.0,322.0,163.0
71.296486,150.44691,123.59736,146.96019,124.89825,166.47346,72.597374,169.96019
371.0,148.0,390.0,148.0,390.0,168.0,371.0,168.0
362.0946,172.6884,457.38824,175.41109,456.86786,193.6248,361.57422,190.90211
71.81564,178.12178,192.93338,176.06892,193.25217,194.87709,72.13443,196.92995
215.0,177.0,265.0,177.0,265.0,191.0,215.0,191.0
280.25174,179.27931,344.67587,175.48967,345.81723,194.89311,281.3931,198.68275
371.0,200.0,448.0,200.0,448.0,226.0,371.0,226.0
71.0,202.0,158.0,202.0,158.0,221.0,71.0,221.0
174.6548,200.2854,228.96819,207.82892,226.50035,225.59729,172.18697,218.05377
298.26462,201.23692,331.8831,203.10463,330.9108,220.60616,297.29233,218.73845
348.0,201.0,368.0,201.0,368.0,220.0,348.0,220.0
230.09921,205.13074,282.2444,206.4678,281.89026,220.27924,229.74507,218.94217
223.1623,232.1317,308.3988,227.32964,309.60822,248.7967,224.3717,253.59877
319.49997,236.5,360.65994,230.62,363.03995,247.28,321.87997,253.16
113.510765,236.19383,163.79999,233.39998,164.60922,247.96614,114.32001,250.76
171.17845,237.21231,221.74461,234.40308,222.76924,252.84616,172.20308,255.6554
357.2101,237.36188,407.63815,234.21011,408.7977,252.76263,358.36966,255.9144
209.0,258.0,233.0,258.0,233.0,278.0,209.0,278.0
241.0,259.99997,333.0,259.99997,333.0,277.99997,241.0,277.99997
343.0,261.0,369.0,261.0,369.0,278.0,343.0,278.0
157.20345,262.54138,202.57585,265.21033,201.73103,279.5724,156.35863,276.90344
158.0,283.0,170.0,283.0,170.0,292.0,158.0,292.0
273.26154,288.2923,321.72308,290.98462,320.70154,309.3723,272.24,306.68
205.0,294.0,270.0,294.0,270.0,307.0,205.0,307.0
239.0,336.0,256.0,336.0,256.0,351.0,239.0,351.0
261.10284,335.50302,318.31805,337.18582,317.86603,352.5549,260.65082,350.8721
327.0,337.0,352.0,337.0,352.0,352.0,327.0,352.0
363.0,337.0,385.0,337.0,385.0,352.0,363.0,352.0
407.0,337.0,439.0,337.0,439.0,355.0,407.0,355.0
392.0,338.0,405.0,338.0,405.0,354.0,392.0,354.0
439.0,340.0,462.0,340.0,462.0,352.0,439.0,352.0
387.0,358.0,408.0,358.0,408.0,372.0,387.0,372.0
276.0,359.0,286.0,359.0,286.0,371.0,276.0,371.0
258.0,361.0,275.0,361.0,275.0,372.0,258.0,372.0
287.18277,360.44165,310.63455,362.11676,309.82236,373.4873,286.37057,371.8122
408.0,361.0,453.0,361.0,453.0,372.0,408.0,372.0
339.0,362.0,373.0,362.0,373.0,372.0,339.0,372.0
453.0,366.0,461.0,366.0,461.0,374.0,453.0,374.0
309.0,378.0,329.0,378.0,329.0,394.0,309.0,394.0
404.0,378.0,427.0,378.0,427.0,393.0,404.0,393.0
431.0,378.0,462.0,378.0,462.0,392.0,431.0,392.0
336.2943,378.23022,403.3415,381.14532,402.7434,394.90192,335.69623,391.98682
256.6235,383.08194,298.91806,381.6235,299.44656,396.9501,257.152,398.40854
408.0,398.0,454.0,398.0,454.0,413.0,408.0,413.0
290.0,399.0,310.0,399.0,310.0,414.0,290.0,414.0
362.33194,403.48907,403.2053,398.0393,405.32755,413.95636,364.4542,419.40613
317.0,402.0,359.0,402.0,359.0,417.0,317.0,417.0
258.0,403.0,280.0,403.0,280.0,414.0,258.0,414.0
388.35022,417.39688,417.7354,419.23343,416.77045,434.67313,387.38525,432.83658
427.31863,418.2213,464.75223,420.71686,463.77878,435.3186,426.34518,432.82306
256.64847,424.51196,303.64505,418.98297,305.72696,436.6792,258.73038,442.2082
343.0,420.0,383.0,420.0,383.0,433.0,343.0,433.0
304.0,422.0,331.0,422.0,331.0,433.0,304.0,433.0
327.0,439.0,358.0,439.0,358.0,457.0,327.0,457.0
427.2882,438.25293,455.88818,440.45294,454.7058,455.82355,426.10583,453.62354
283.22766,439.26904,317.98627,442.1656,316.77246,456.73108,282.01385,453.83453
387.0,441.0,419.0,441.0,419.0,453.0,387.0,453.0
358.0,442.0,381.0,442.0,381.0,454.0,358.0,454.0
291.98627,466.13956,326.17487,458.36942,329.80945,474.36154,295.62085,482.13168
327.0,460.0,465.0,460.0,465.0,479.0,327.0,479.0
73.42838,461.21692,121.68214,464.79126,120.74352,477.46246,72.48977,473.88812
210.0,462.0,231.0,462.0,231.0,477.0,210.0,477.0
241.62587,465.15076,284.9192,463.6579,285.44653,478.95007,242.1532,480.44293
159.0,466.0,197.0,466.0,197.0,480.0,159.0,480.0
140.0,467.0,153.0,467.0,153.0,481.0,140.0,481.0
125.0,470.0,133.0,470.0,133.0,478.0,125.0,478.0
363.0,480.0,395.0,480.0,395.0,496.0,363.0,496.0
393.2607,481.46127,465.58218,477.7839,466.50455,495.92343,394.18307,499.6008
72.999985,481.0,124.999985,481.0,124.999985,496.0,72.999985,496.0
263.20993,484.53137,342.4379,478.55188,343.7462,495.8871,264.51822,501.86658
130.0,482.0,160.0,482.0,160.0,496.0,130.0,496.0
170.14139,484.6184,252.50455,479.70123,253.58069,497.72656,171.21753,502.64374
349.0,485.0,362.0,485.0,362.0,495.0,349.0,495.0
346.5183,500.54938,390.73584,499.07544,391.29633,515.8901,347.0788,517.364
