95,61,115,61,155,63,181,61,215,63,260,64,283,65,282,78,259,77,215,76,180,74,155,76,115,73,95,74
93,74,113,74,151,75,192,76,215,76,254,77,277,77,275,90,252,90,215,89,192,89,151,88,112,87,92,87
94,88,112,89,158,89,180,90,216,91,252,91,275,92,274,104,252,104,216,103,180,102,158,102,111,101,94,101
99,120,122,119,148,118,178,118,202,119,234,119,257,120,257,133,234,132,202,132,178,130,147,130,122,132,99,133
91,132,111,132,157,131,190,132,219,133,247,134,269,135,269,148,246,146,219,146,189,144,156,144,111,144,91,144
100,144,123,145,147,146,183,146,223,147,264,149,281,150,281,162,264,161,222,160,183,158,147,159,123,157,100,157
103,157,122,159,143,161,179,161,213,162,262,162,282,163,282,174,262,174,213,173,179,173,143,173,122,170,102,169
93,177,113,176,155,174,185,175,207,176,240,176,260,177,259,188,240,188,206,187,186,187,155,186,112,187,93,188
89,189,109,189,144,189,175,189,213,191,248,192,267,194,267,205,248,203,213,202,175,200,144,200,109,200,89,200
95,198,118,201,142,202,183,206,220,203,257,204,280,203,280,216,257,217,220,216,183,218,141,214,118,213,95,211
92,242,115,243,142,242,176,245,211,243,244,246,267,246,266,260,244,259,210,257,176,258,141,255,116,256,93,256
94,285,114,285,147,287,180,287,225,290,249,289,269,289,269,300,249,300,225,301,180,298,147,298,114,296,94,296
90,301,110,300,155,301,174,300,208,303,247,302,266,303,266,314,246,314,208,314,174,312,155,312,110,312,90,312
90,314,106,314,147,316,187,316,209,319,249,317,265,318,265,328,249,327,209,328,187,325,147,326,106,324,89,324
87,326,108,328,143,328,175,331,217,328,250,329,272,328,272,341,249,342,217,341,175,344,143,341,107,341,87,339
90,344,113,344,141,341,190,346,213,343,254,344,277,341,277,354,254,357,213,356,189,359,140,354,113,357,90,357
86,354,106,355,146,357,176,357,220,357,246,358,269,358,269,371,246,370,220,370,176,370,146,369,106,368,86,367
92,369,115,370,141,369,174,371,219,371,252,373,275,373,275,386,252,385,218,384,173,384,140,382,115,382,92,382
