114,29,134,28,154,26,178,28,199,28,229,30,244,30,244,42,229,41,199,39,177,39,154,37,134,40,115,41
107,46,130,44,164,45,194,43,228,44,262,48,288,50,289,65,262,63,228,58,193,58,164,59,130,59,107,60
107,60,130,59,172,58,192,58,236,60,260,61,283,63,282,76,260,74,236,73,192,71,172,71,130,71,107,73
107,112,130,114,173,114,191,116,226,114,257,119,280,120,280,133,257,132,225,127,191,129,172,127,130,127,107,126
108,160,128,159,168,158,198,158,227,159,258,159,278,159,278,171,258,170,226,170,197,170,168,169,127,171,107,171
102,169,119,170,155,172,188,172,232,175,259,173,278,172,278,184,258,184,232,186,188,183,155,184,119,181,102,181
104,186,123,186,171,188,192,187,239,189,272,188,291,187,291,198,272,198,238,200,192,198,171,199,123,197,103,197
104,199,123,199,155,200,188,201,223,200,265,200,285,200,285,211,265,212,223,212,188,212,155,211,123,211,104,210
102,214,119,214,151,214,182,215,217,215,244,215,263,216,263,227,244,226,217,225,182,225,151,225,119,225,102,225
102,228,119,228,155,228,195,227,223,229,253,229,273,231,272,243,253,241,223,240,195,239,155,240,119,239,102,239
102,240,125,241,155,239,196,243,224,242,259,242,281,240,281,253,258,255,224,254,196,256,155,252,125,253,102,253
105,249,131,252,167,254,185,256,235,254,269,256,286,256,286,271,269,271,234,269,186,271,167,269,131,267,105,264
101,267,121,269,153,270,190,272,225,271,257,271,277,271,276,282,257,282,225,282,189,282,152,281,121,280,101,278
105,287,125,285,156,282,187,282,227,284,263,286,282,288,282,300,262,298,227,295,187,293,157,294,125,297,105,298
97,343,116,341,155,341,192,338,219,340,253,340,273,342,273,353,253,352,219,352,192,349,155,352,117,353,97,354
109,354,131,355,150,354,191,356,233,354,251,355,273,355,273,367,250,367,233,366,191,368,150,366,131,367,108,367
97,366,124,366,164,368,188,366,231,368,265,367,288,367,288,381,265,381,230,383,188,381,164,383,123,380,97,381
