91,45,114,46,138,45,182,49,203,47,244,49,267,48,266,61,243,62,202,60,181,62,138,58,114,59,91,58
90,61,107,60,156,61,178,60,214,61,249,63,269,64,269,75,249,74,213,72,178,71,156,72,107,71,90,72
87,102,106,102,147,103,178,104,217,107,242,104,262,103,262,114,243,115,217,118,177,115,147,114,106,114,86,113
59,117,82,117,120,118,167,117,201,116,237,118,260,120,260,132,237,131,201,129,167,129,120,130,82,129,59,129
71,127,94,128,117,129,158,131,204,131,244,132,267,133,266,146,244,145,204,143,157,144,116,142,93,141,71,139
92,144,111,145,149,145,179,147,212,146,249,148,269,148,269,159,249,159,212,158,179,158,148,156,111,156,91,155
85,158,105,158,151,159,176,159,212,162,244,161,267,161,266,174,243,174,212,175,176,172,151,172,104,171,84,171
84,172,105,173,140,172,175,174,209,175,244,173,266,172,267,185,244,186,209,187,175,187,140,185,105,185,84,185
92,187,115,187,146,186,180,188,216,186,248,188,271,187,271,200,248,201,216,199,180,201,145,200,115,200,92,200
86,228,109,229,143,227,172,230,213,230,247,229,270,228,269,241,246,242,213,243,172,243,143,241,109,242,86,242
85,241,107,241,153,246,179,243,217,242,243,242,265,241,265,255,242,255,217,256,179,256,152,259,107,254,84,254
85,287,107,287,139,285,171,287,218,285,240,285,263,285,262,297,239,298,219,298,171,299,139,297,107,299,84,299
87,301,106,301,136,301,181,300,216,301,253,301,273,301,272,312,253,312,216,312,182,311,136,312,106,312,86,312
83,343,101,343,144,344,183,343,204,343,240,346,259,348,259,359,240,357,204,355,183,354,144,356,101,354,83,354
234,388,240,390,247,391,253,393,257,391,262,389,268,385,268,396,262,400,260,401,249,403,245,401,239,401,233,398
