64,29,79,27,93,27,115,26,130,27,146,28,164,31,164,44,146,42,129,40,115,39,94,40,79,40,65,42
22,60,42,61,86,58,114,60,153,60,181,59,204,58,204,71,181,72,154,74,113,73,86,71,42,74,22,73
20,74,41,74,76,73,124,73,149,73,180,73,203,74,203,86,180,86,149,85,124,85,77,86,41,86,21,87
21,90,38,89,80,89,108,88,141,86,177,86,203,85,203,99,177,101,141,101,108,103,81,103,38,104,21,104
33,104,52,104,75,101,113,105,142,102,177,101,197,99,196,110,177,113,143,113,114,116,75,112,53,115,33,115
32,116,55,117,79,118,109,116,153,115,178,114,201,112,201,125,178,126,153,128,110,129,79,131,55,129,32,129
23,160,43,159,74,157,108,158,154,158,181,157,204,156,204,169,181,169,155,171,108,171,74,170,44,172,23,172
24,188,42,188,79,185,121,186,141,186,179,185,202,184,201,197,178,197,142,198,122,199,79,198,42,200,25,200
25,205,47,204,89,200,116,201,159,202,189,198,212,196,212,209,189,211,159,215,116,214,90,213,47,217,24,218
26,219,49,217,75,214,124,214,151,215,180,211,203,210,202,223,180,225,151,228,124,227,75,227,49,230,26,232
24,256,47,256,83,257,135,255,177,255,203,256,225,257,225,269,202,268,177,267,135,268,83,270,47,268,25,268
25,273,45,272,88,271,123,270,165,270,202,270,222,270,222,281,203,281,165,282,123,282,88,282,45,284,25,284
20,288,40,286,88,284,111,282,146,282,185,282,208,283,208,296,185,295,147,296,111,295,88,298,41,299,21,301
24,300,42,300,76,298,113,299,148,297,187,297,209,297,209,310,186,310,148,310,114,311,76,311,42,313,25,313
30,315,50,314,93,315,139,312,169,312,210,312,230,313,230,324,211,323,169,323,139,323,94,327,50,326,31,326
26,333,46,330,80,328,116,326,144,326,181,327,200,329,201,340,181,339,144,337,116,337,81,339,46,341,27,344
25,340,47,340,80,341,112,340,144,340,178,339,201,338,201,350,178,351,144,352,112,352,81,353,47,352,24,352
29,356,49,356,80,356,110,356,143,354,177,355,197,354,197,366,177,366,143,365,110,368,81,367,48,368,29,367
26,369,43,369,79,369,121,369,153,367,176,368,199,368,198,382,176,382,153,381,122,382,79,383,43,383,26,383
