94,37,114,39,151,42,188,45,222,43,252,46,275,46,275,58,252,58,221,56,188,57,151,55,114,52,94,50
95,56,113,57,150,57,186,59,223,60,257,63,277,65,276,76,257,74,222,71,186,70,149,68,113,68,95,67
90,110,113,111,145,113,195,114,226,117,260,116,283,116,282,129,260,128,225,130,195,126,144,126,112,124,90,123
74,122,97,123,131,125,170,127,208,127,256,130,279,130,278,143,255,143,208,140,169,140,131,138,96,137,73,135
95,139,118,141,155,139,182,143,216,143,259,143,282,143,281,156,258,157,216,157,181,156,155,153,118,154,95,153
101,153,124,153,146,153,184,155,230,156,254,159,276,161,275,174,253,172,229,169,184,168,146,166,123,166,100,166
94,173,120,170,147,167,194,167,218,171,252,174,278,179,278,193,252,188,217,185,193,182,147,181,121,184,94,187
93,182,113,182,146,183,182,185,222,188,249,188,269,188,269,199,249,199,221,199,181,197,145,195,112,194,93,193
102,197,125,196,145,196,179,198,216,198,258,200,279,201,279,214,258,213,216,211,179,211,144,209,124,209,101,210
94,207,117,208,149,210,193,211,214,212,247,214,273,215,272,230,246,228,213,227,194,226,148,225,117,222,94,221
91,222,111,224,151,223,180,227,212,227,252,229,275,229,274,242,251,242,212,240,180,240,151,236,111,237,91,235
104,235,127,238,154,240,182,242,218,240,244,241,266,240,264,253,241,254,219,253,181,255,153,253,128,251,105,248
131,254,143,254,170,257,187,256,207,256,228,258,247,259,247,270,228,269,207,267,186,267,169,268,143,265,130,265
146,269,159,269,172,268,185,269,200,270,213,269,224,269,223,279,213,280,200,281,184,280,172,279,160,280,147,279
164,283,177,284,189,284,201,284,215,282,232,285,242,285,241,296,231,295,214,293,202,295,188,294,179,294,166,294
229,386,236,387,244,388,251,389,260,389,269,389,275,389,276,401,269,401,260,401,251,401,243,400,235,400,228,399
